Name;Kategorie;Zutaten;Zubereitung;Portionen;Kalorien;Eiweiß;Kohlenhydrate;Fett
Käsekuchen #356;Vegetarisch;Käsekuchen, Knoblauch, Apfel, Petersilie, Milch, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;390;32;20;20
Kartoffelsuppe #357;Salat;Kartoffelsuppe, Zimt, Sahne, Karotte, Zwiebel, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;793;17;113;30
Erbsensuppe #358;Vegetarisch;Erbsensuppe, Zitrone, Milch, Apfel, Tomate, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;376;15;9;31
Schnitzel #359;Suppe;Schnitzel, Milch, Apfel, Tomate, Ei, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;375;25;48;9
Erbsensuppe #360;Reis;Erbsensuppe, Sellerie, Butter, Zwiebel, Milch, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;720;36;105;17
Sauerbraten #361;Pasta;Sauerbraten, Zwiebel, Gurke, Zimt, Senf, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;686;17;80;33
Bratkartoffeln #362;Pfannengericht;Bratkartoffeln, Sahne, Zwiebel, Sellerie, Porree, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;319;40;1;17
Linsensuppe #363;Vegetarisch;Linsensuppe, Gurke, Karotte, Petersilie, Olivenöl, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;386;29;2;29
Schwarzwälder Kirschtorte #364;Pasta;Schwarzwälder Kirschtorte, Ei, Tomate, Mehl, Milch, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;808;8;119;33
Schweinebraten #365;Nachtisch;Schweinebraten, Senf, Zimt, Zwiebel, Paprika, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;390;29;55;6
Käsespätzle #366;Pasta;Käsespätzle, Ei, Zimt, Sahne, Vanille, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;661;16;115;15
Gulasch #367;Pfannengericht;Gulasch, Karotte, Sellerie, Käse, Gurke, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;290;36;14;10
Gulasch #368;Salat;Gulasch, Senf, Petersilie, Paprika, Brühe, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;772;30;95;30
Eintopf #369;Pfannengericht;Eintopf, Porree, Käse, Gurke, Butter, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;750;30;146;5
Eintopf #370;Vegan;Eintopf, Apfel, Zitrone, Karotte, Gurke, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;490;19;56;21
Schweinebraten #371;Pasta;Schweinebraten, Zimt, Mehl, Milch, Butter, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;292;26;0;25
Gulasch #372;Beilage;Gulasch, Olivenöl, Zitrone, Karotte, Zwiebel, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;524;7;85;17
Maultaschen #373;Pfannengericht;Maultaschen, Olivenöl, Senf, Zitrone, Butter, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;643;13;132;7
Kartoffelsalat #374;Fischgericht;Kartoffelsalat, Knoblauch, Butter, Brühe, Apfel, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;799;31;94;33
Bratkartoffeln #375;Curry;Bratkartoffeln, Tomate, Sellerie, Knoblauch, Apfel, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;461;13;61;18
Käsekuchen #376;Frühstück;Käsekuchen, Senf, Tomate, Paprika, Knoblauch, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;788;14;135;21
Erbsensuppe #377;Frühstück;Erbsensuppe, Zitrone, Vanille, Zimt, Porree, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;526;45;19;30
Gulasch #378;Pasta;Gulasch, Zitrone, Vanille, Petersilie, Butter, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;528;24;33;33
Apfelstrudel #379;Frühstück;Apfelstrudel, Tomate, Senf, Mehl, Milch, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;359;33;45;5
Brezel #380;Pfannengericht;Brezel, Zwiebel, Knoblauch, Käse, Tomate, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;590;5;81;27
Schwarzwälder Kirschtorte #381;Curry;Schwarzwälder Kirschtorte, Ei, Vanille, Zwiebel, Petersilie, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;631;6;131;9
Rinderroulade #382;Pfannengericht;Rinderroulade, Senf, Zwiebel, Apfel, Zimt, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;621;17;120;8
Eintopf #383;Nachtisch;Eintopf, Butter, Mehl, Porree, Käse, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;790;16;165;7
Schnitzel #384;Beilage;Schnitzel, Senf, Ei, Butter, Apfel, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;437;14;54;18
Schweinebraten #385;Frühstück;Schweinebraten, Vanille, Brühe, Zimt, Zitrone, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;608;26;74;23
Sauerkraut #386;Fischgericht;Sauerkraut, Tomate, Vanille, Petersilie, Olivenöl, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;331;27;40;7
Apfelstrudel #387;Pfannengericht;Apfelstrudel, Knoblauch, Porree, Mehl, Tomate, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;796;21;142;16
Bratkartoffeln #388;Pasta;Bratkartoffeln, Apfel, Petersilie, Ei, Olivenöl, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;625;28;110;8
Schnitzel #389;Vegan;Schnitzel, Vanille, Senf, Ei, Tomate, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;757;15;102;32
Schwarzwälder Kirschtorte #390;Pfannengericht;Schwarzwälder Kirschtorte, Zimt, Sellerie, Käse, Butter, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;515;30;24;33
Sauerbraten #391;Hauptgericht;Sauerbraten, Porree, Gurke, Apfel, Zwiebel, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;777;36;84;33
Kartoffelsuppe #392;Vegan;Kartoffelsuppe, Gurke, Zitrone, Brühe, Karotte, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;385;41;0;33
Bratkartoffeln #393;Salat;Bratkartoffeln, Sellerie, Senf, Käse, Milch, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;721;8;143;13
Sauerbraten #394;Nachtisch;Sauerbraten, Porree, Zimt, Knoblauch, Brühe, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;732;5;99;35
Kartoffelsalat #395;Suppe;Kartoffelsalat, Brühe, Zimt, Mehl, Apfel, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;593;6;117;11
Frikadellen #396;Reis;Frikadellen, Knoblauch, Paprika, Tomate, Ei, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;689;25;127;9
Rinderroulade #397;Beilage;Rinderroulade, Senf, Ei, Butter, Petersilie, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;644;8;112;18
Erbsensuppe #398;Salat;Erbsensuppe, Gurke, Zimt, Brühe, Senf, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;533;26;71;16
Maultaschen #399;Nachtisch;Maultaschen, Zwiebel, Olivenöl, Ei, Petersilie, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;428;43;0;31
Rinderroulade #400;Fischgericht;Rinderroulade, Ei, Tomate, Brühe, Sellerie, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;654;27;91;20
Leberknödel #401;Vegan;Leberknödel, Petersilie, Gurke, Ei, Vanille, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;794;14;137;21
Leberknödel #402;Salat;Leberknödel, Sellerie, Ei, Tomate, Brühe, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;517;5;68;25
Käsekuchen #403;Salat;Käsekuchen, Butter, Sahne, Ei, Senf, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;492;37;14;32
Apfelstrudel #404;Pfannengericht;Apfelstrudel, Paprika, Brühe, Senf, Petersilie, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;311;31;0;30
Bratkartoffeln #405;Beilage;Bratkartoffeln, Paprika, Knoblauch, Olivenöl, Senf, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;326;14;9;26
Leberknödel #406;Salat;Leberknödel, Knoblauch, Milch, Brühe, Paprika, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;642;33;116;5
Schweinebraten #407;Suppe;Schweinebraten, Sellerie, Mehl, Knoblauch, Paprika, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;473;30;77;5
Frikadellen #408;Fischgericht;Frikadellen, Zimt, Karotte, Olivenöl, Sahne, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;344;17;0;33
Frikadellen #409;Pfannengericht;Frikadellen, Porree, Käse, Paprika, Olivenöl, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;816;42;90;32
Schnitzel #410;Nachtisch;Schnitzel, Brühe, Olivenöl, Petersilie, Mehl, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;436;17;78;6
Schwarzwälder Kirschtorte #411;Beilage;Schwarzwälder Kirschtorte, Knoblauch, Milch, Karotte, Sahne, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;806;45;82;33
Kartoffelsalat #412;Hauptgericht;Kartoffelsalat, Käse, Sellerie, Ei, Sahne, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;581;20;107;8
Linsensuppe #413;Vegan;Linsensuppe, Sahne, Käse, Vanille, Paprika, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;308;33;26;8
Brezel #414;Reis;Brezel, Petersilie, Milch, Sellerie, Senf, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;644;13;87;27
Sauerkraut #415;Salat;Sauerkraut, Brühe, Petersilie, Sahne, Paprika, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;826;34;127;20
Erbsensuppe #416;Frühstück;Erbsensuppe, Mehl, Vanille, Butter, Apfel, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;402;43;39;8
Maultaschen #417;Curry;Maultaschen, Milch, Tomate, Senf, Petersilie, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;662;10;128;12
Rinderroulade #418;Beilage;Rinderroulade, Paprika, Mehl, Käse, Milch, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;415;20;32;23
Eintopf #419;Fischgericht;Eintopf, Karotte, Mehl, Brühe, Apfel, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;327;8;40;15
Linsensuppe #420;Beilage;Linsensuppe, Gurke, Porree, Olivenöl, Senf, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;831;42;102;28
Gulasch #421;Salat;Gulasch, Butter, Knoblauch, Sahne, Gurke, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;608;14;97;18
Rinderroulade #422;Suppe;Rinderroulade, Tomate, Ei, Knoblauch, Paprika, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;842;29;161;9
Erbsensuppe #423;Vegan;Erbsensuppe, Olivenöl, Zimt, Butter, Karotte, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;694;36;83;24
Linsensuppe #424;Vegan;Linsensuppe, Petersilie, Mehl, Gurke, Senf, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;593;26;45;34
Leberknödel #425;Curry;Leberknödel, Ei, Brühe, Petersilie, Milch, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;717;30;131;8
Spätzle #426;Frühstück;Spätzle, Knoblauch, Olivenöl, Butter, Paprika, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;490;33;73;7
Kartoffelsalat #427;Reis;Kartoffelsalat, Petersilie, Zitrone, Sahne, Käse, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;366;37;0;35
Sauerbraten #428;Frühstück;Sauerbraten, Senf, Käse, Knoblauch, Olivenöl, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;411;30;57;7
Sauerbraten #429;Vegan;Sauerbraten, Karotte, Zwiebel, Brühe, Gurke, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;508;5;52;31
Sauerbraten #430;Vegan;Sauerbraten, Olivenöl, Tomate, Senf, Mehl, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;756;41;94;24
Kartoffelsalat #431;Hauptgericht;Kartoffelsalat, Knoblauch, Sahne, Käse, Brühe, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;557;31;36;32
Brezel #432;Beilage;Brezel, Knoblauch, Senf, Vanille, Apfel, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;461;43;54;8
Brezel #433;Reis;Brezel, Knoblauch, Apfel, Milch, Ei, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;394;10;39;22
Eintopf #434;Suppe;Eintopf, Senf, Apfel, Gurke, Zitrone, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;448;20;24;30
Sauerkraut #435;Reis;Sauerkraut, Tomate, Sahne, Butter, Zimt, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;825;41;124;18
Erbsensuppe #436;Vegan;Erbsensuppe, Knoblauch, Gurke, Brühe, Milch, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;344;44;10;14
Eintopf #437;Fischgericht;Eintopf, Gurke, Sahne, Porree, Ei, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;463;23;38;24
Käsespätzle #438;Curry;Käsespätzle, Sellerie, Senf, Olivenöl, Tomate, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;452;7;81;11
Sauerbraten #439;Pasta;Sauerbraten, Milch, Paprika, Tomate, Olivenöl, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;663;19;81;29
Brezel #440;Fischgericht;Brezel, Ei, Senf, Paprika, Karotte, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;635;45;46;30
Schnitzel #441;Nachtisch;Schnitzel, Brühe, Tomate, Sellerie, Vanille, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;428;11;69;12
Linsensuppe #442;Frühstück;Linsensuppe, Zwiebel, Sellerie, Vanille, Milch, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;795;39;139;9
Erbsensuppe #443;Pasta;Erbsensuppe, Vanille, Karotte, Petersilie, Porree, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;845;38;121;23
Leberknödel #444;Beilage;Leberknödel, Butter, Karotte, Vanille, Knoblauch, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;844;8;164;17
Gulasch #445;Frühstück;Gulasch, Tomate, Butter, Senf, Petersilie, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;788;7;172;8
Kartoffelpuffer #446;Salat;Kartoffelpuffer, Petersilie, Olivenöl, Gurke, Ei, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;622;20;72;28
Frikadellen #447;Suppe;Frikadellen, Knoblauch, Paprika, Olivenöl, Käse, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;417;6;46;23
Sauerkraut #448;Suppe;Sauerkraut, Butter, Porree, Vanille, Milch, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;391;10;18;31
Kartoffelsalat #449;Vegetarisch;Kartoffelsalat, Sellerie, Senf, Vanille, Olivenöl, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;691;41;82;22
Käsekuchen #450;Beilage;Käsekuchen, Ei, Olivenöl, Apfel, Milch, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;510;33;18;34
Bratkartoffeln #451;Reis;Bratkartoffeln, Tomate, Zimt, Sahne, Paprika, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;692;19;140;6
Apfelstrudel #452;Fischgericht;Apfelstrudel, Brühe, Butter, Paprika, Apfel, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;509;8;67;23
Gulasch #453;Fischgericht;Gulasch, Milch, Ei, Olivenöl, Zitrone, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;537;37;56;18
Käsespätzle #454;Beilage;Käsespätzle, Olivenöl, Käse, Mehl, Sahne, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;330;31;8;19
Kartoffelsuppe #455;Pfannengericht;Kartoffelsuppe, Brühe, Tomate, Senf, Sahne, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;650;7;142;6
Kartoffelsuppe #456;Vegetarisch;Kartoffelsuppe, Sahne, Paprika, Mehl, Karotte, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;467;43;8;29
Käsespätzle #457;Curry;Käsespätzle, Milch, Vanille, Ei, Apfel, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;424;20;54;14
Kartoffelpuffer #458;Salat;Kartoffelpuffer, Senf, Vanille, Ei, Zimt, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;434;30;17;27
Schweinebraten #459;Vegetarisch;Schweinebraten, Mehl, Knoblauch, Paprika, Zwiebel, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;558;45;78;7
Maultaschen #460;Suppe;Maultaschen, Mehl, Paprika, Porree, Vanille, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;332;10;5;30
Apfelstrudel #461;Salat;Apfelstrudel, Mehl, Zimt, Tomate, Brühe, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;677;27;92;22
Eintopf #462;Suppe;Eintopf, Ei, Vanille, Käse, Brühe, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;296;12;41;9
Linsensuppe #463;Pasta;Linsensuppe, Vanille, Butter, Senf, Zitrone, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;643;44;44;32
Schnitzel #464;Pfannengericht;Schnitzel, Senf, Apfel, Mehl, Knoblauch, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;303;38;0;33
Erbsensuppe #465;Pfannengericht;Erbsensuppe, Vanille, Sellerie, Brühe, Paprika, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;367;8;27;25
Bratkartoffeln #466;Vegan;Bratkartoffeln, Olivenöl, Käse, Zimt, Butter, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;530;8;59;29
Sauerkraut #467;Vegetarisch;Sauerkraut, Olivenöl, Gurke, Sahne, Vanille, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;367;7;15;31
Kartoffelpuffer #468;Fischgericht;Kartoffelpuffer, Tomate, Petersilie, Karotte, Sellerie, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;403;12;41;21
Linsensuppe #469;Nachtisch;Linsensuppe, Apfel, Zimt, Brühe, Butter, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;385;28;34;15
Sauerkraut #470;Vegan;Sauerkraut, Vanille, Ei, Tomate, Zwiebel, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;534;20;75;17
Leberknödel #471;Reis;Leberknödel, Porree, Zitrone, Brühe, Paprika, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;313;14;23;18
Eintopf #472;Vegetarisch;Eintopf, Ei, Porree, Petersilie, Zitrone, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;401;29;48;10
Brezel #473;Beilage;Brezel, Gurke, Sellerie, Petersilie, Apfel, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;387;32;37;12
Kartoffelsalat #474;Nachtisch;Kartoffelsalat, Petersilie, Zitrone, Knoblauch, Porree, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;360;45;0;31
